"","regulatory regions","TF motif","motif score","Target_gene"
"345","chr2_33874109_33874942_Lmx1b","NFATC2",12.4387673741723,"Lmx1b"
"346","chr2_168632989_168633717_Nfatc2","NFATC2",12.4387673741723,"Nfatc2"
"347","chr3_99402171_99403093_Tbx15","NFATC2",12.4387673741723,"Tbx15"
"348","chr3_99142481_99143310_Tbx15","NFATC2",12.4387673741723,"Tbx15"
"349","chr3_99174692_99175588_Tbx15","NFATC2",12.4387673741723,"Tbx15"
"350","chr10_128143401_128144302_Stat2","NFATC2",12.4387673741723,"Stat2"
"351","chr12_85630941_85631824_Fos","NFATC2",12.4387673741723,"Fos"
"352","chr12_85368578_85369508_Fos","NFATC2",12.4387673741723,"Fos"
"353","chr12_85623461_85624336_Fos","NFATC2",12.4387673741723,"Fos"
"354","chr12_85574735_85575642_Fos","NFATC2",12.4387673741723,"Fos"
"355","chr16_29945738_29946668_Hes1","NFATC2",12.4387673741723,"Hes1"
"356","chr16_30058944_30059703_Hes1","NFATC2",12.4387673741723,"Hes1"
"357","chr16_30180515_30181440_Hes1","NFATC2",12.4387673741723,"Hes1"
"358","chr17_86712223_86712983_Epas1","NFATC2",12.4387673741723,"Epas1"
"359","chr19_28560682_28561528_Glis3","NFATC2",12.4387673741723,"Glis3"
"360","chr19_28621360_28622273_Glis3","NFATC2",12.4387673741723,"Glis3"
"361","chr4_32387535_32388474_Bach2","NFATC2",12.4387673741723,"Bach2"
"362","chr4_95153597_95154500_Jun","NFATC2",12.4387673741723,"Jun"
"363","chr4_95138269_95139081_Jun","NFATC2",12.4387673741723,"Jun"
"364","chr4_95187873_95188784_Jun","NFATC2",12.4387673741723,"Jun"
"365","chr4_94854077_94854968_Jun","NFATC2",12.4387673741723,"Jun"
"366","chr7_19282250_19283088_Fosb","NFATC2",12.4387673741723,"Fosb"
"367","chr8_84770305_84771226_Junb","NFATC2",12.4387673741723,"Junb"
"368","chr8_84788666_84789521_Junb","NFATC2",12.4387673741723,"Junb"
"369","chr14_16575094_16575982_Rarb","NFATC2",12.4387673741723,"Rarb"
"370","chr1_190170249_190171137_Prox1","NFATC2",12.4387673741723,"Prox1"
"371","chr2_33639125_33640052_Lmx1b","NFATC2",12.4387673741723,"Lmx1b"
"372","chr17_86753194_86754013_Epas1","NFATC2",12.4387673741723,"Epas1"
"373","chr1_39260706_39261617_Npas2","FOS",15.229888591099,"Npas2"
"374","chr1_52055484_52056360_Stat1","FOS",13.3336649055605,"Stat1"
"375","chr10_42107235_42108102_Foxo3","FOS",15.229888591099,"Foxo3"
"376","chr10_42269099_42269997_Foxo3","FOS",15.4111507143325,"Foxo3"
"377","chr12_35291592_35292512_Ahr","FOS",15.0680022745984,"Ahr"
"378","chr14_17414087_17414969_Thrb","FOS",14.9934844134123,"Thrb"
"379","chr16_92653842_92654548_Runx1","FOS",12.3576715149641,"Runx1"
"380","chr16_92823409_92824267_Runx1","FOS",15.2261298182871,"Runx1"
"381","chr19_55865415_55866340_Tcf7l2","FOS",14.9934844134123,"Tcf7l2"
"382","chr2_103343360_103344271_Ehf","FOS",15.1583983859114,"Ehf"
"383","chr2_103238780_103239671_Ehf","FOS",14.9227253250381,"Ehf"
"384","chr3_135521727_135522633_Nfkb1","FOS",14.669972996617,"Nfkb1"
"385","chr3_135527501_135528395_Nfkb1","FOS",15.413936388635,"Nfkb1"
"386","chr3_135498684_135499573_Nfkb1","FOS",13.410968441049,"Nfkb1"
"387","chr3_135731143_135732018_Nfkb1","FOS",15.155370729913,"Nfkb1"
"388","chr4_82884683_82885504_Nfib","FOS",13.0708351332379,"Nfib"
"389","chr5_77383954_77384814_Rest","FOS",13.5193858510895,"Rest"
"390","chr5_77192977_77193828_Rest","FOS",13.986762285658,"Rest"
"391","chr5_136319777_136320694_Cux1","FOS",13.4885014341582,"Cux1"
"392","chr7_112696933_112697821_Tead1","FOS",15.1583983859114,"Tead1"
"393","chr7_112717521_112718419_Tead1","FOS",14.9227253250381,"Tead1"
"394","chr7_112593351_112594258_Tead1","FOS",12.0364291074521,"Tead1"
"395","chr9_63677570_63678034_Smad3","FOS",12.0698262764603,"Smad3"
"396","chr1_190155707_190156574_Prox1","FOS",12.7473237164427,"Prox1"
"397","chr10_87417468_87418381_Ascl1","FOS",13.0281747874927,"Ascl1"
"398","chr12_27393195_27393892_Sox11","FOS",12.1250261100893,"Sox11"
"399","chr16_42674717_42675629_Zbtb20","FOS",15.0035618573137,"Zbtb20"
"400","chr16_42745928_42746804_Zbtb20","FOS",15.9094115658324,"Zbtb20"
"401","chr16_50594630_50595552_Bbx","FOS",14.9328027689395,"Bbx"
"402","chr16_50596427_50597316_Bbx","FOS",15.8321080303438,"Bbx"
"403","chr16_50673146_50674060_Bbx","FOS",14.9227253250381,"Bbx"
"404","chr19_41495286_41496179_Lcor","FOS",13.6436138459239,"Lcor"
"405","chr19_41454746_41455649_Lcor","FOS",15.3366328531464,"Lcor"
"406","chr5_122287913_122288777_Cux2","FOS",15.3779512149617,"Cux2"
"407","chr5_122268894_122269786_Cux2","FOS",15.3034333537757,"Cux2"
"408","chr9_49989676_49990592_Ncam1","FOS",12.1368576593524,"Ncam1"
"409","chr9_49874839_49875654_Ncam1","FOS",14.9227253250381,"Ncam1"
"410","chr9_72088958_72089884_Tcf12","FOS",12.0640129461594,"Tcf12"
"411","chr1_168583880_168584796_Pbx1","FOS",13.3336649055605,"Pbx1"
"412","chr12_73755361_73756255_Hif1a","FOS",14.3268245568828,"Hif1a"
"413","chr6_115318602_115319507_Pparg","FOS",15.4111507143325,"Pparg"
"414","chr8_77132689_77133575_Nr3c2","FOS",12.1137326429406,"Nr3c2"
"415","chr8_76912568_76913416_Nr3c2","FOS",13.5658049696467,"Nr3c2"
"416","chr9_32708172_32708971_Ets1","FOS",13.7984503745216,"Ets1"
"417","chr9_32629408_32630231_Ets1","FOS",13.410968441049,"Ets1"
"418","chr9_32730366_32731258_Ets1","FOS",15.1611840602139,"Ets1"
"419","chr9_45042191_45043008_Kmt2a","FOS",12.6569276051296,"Kmt2a"
"420","chr9_45059894_45060757_Kmt2a","FOS",15.4889595906097,"Kmt2a"
"421","chr15_50974569_50975454_Trps1","FOS",13.9094587501695,"Trps1"
"422","chr18_5414146_5415055_Zeb1","FOS",15.2563141857348,"Zeb1"
"423","chr2_33582329_33583245_Lmx1b","FOS",14.2921523444016,"Lmx1b"
"424","chr2_33555240_33556117_Lmx1b","FOS",15.0808653928022,"Lmx1b"
"425","chr2_115997369_115998276_Meis2","FOS",13.3779983992989,"Meis2"
"426","chr2_115923076_115923981_Meis2","FOS",15.5662631260982,"Meis2"
"427","chr2_168737607_168738516_Nfatc2","FOS",13.4553019347874,"Nfatc2"
"428","chr2_168632989_168633717_Nfatc2","FOS",12.3695030642272,"Nfatc2"
"429","chr2_168798869_168799800_Nfatc2","FOS",15.3006476794732,"Nfatc2"
"430","chr3_99187807_99188622_Tbx15","FOS",15.1583983859114,"Tbx15"
"431","chr7_116179517_116180410_Sox6","FOS",15.4111507143325,"Sox6"
"432","chr12_85459395_85460288_Fos","FOS",12.01452307523,"Fos"
"433","chr12_85576455_85577275_Fos","FOS",13.7520312559644,"Fos"
"434","chr16_30180515_30181440_Hes1","FOS",15.8321080303438,"Hes1"
"435","chr16_87665124_87665986_Bach1","FOS",14.8122222901788,"Bach1"
"436","chr16_87602542_87603436_Bach1","FOS",15.3034333537757,"Bach1"
"437","chr17_86537064_86537781_Epas1","FOS",13.4553019347874,"Epas1"
"438","chr19_28621360_28622273_Glis3","FOS",15.1583983859114,"Glis3"
"439","chr2_75621877_75622796_Nfe2l2","FOS",14.8152499461773,"Nfe2l2"
"440","chr4_32365920_32366833_Bach2","FOS",13.721146839033,"Bach2"
"441","chr4_32179519_32180418_Bach2","FOS",15.4240138325364,"Bach2"
"442","chr4_95187873_95188784_Jun","FOS",15.2357019213999,"Jun"
"443","chr4_95143403_95144287_Jun","FOS",14.7407320849912,"Jun"
"444","chr7_19316346_19317199_Fosb","FOS",13.3779983992989,"Fosb"
"445","chr10_43517765_43518555_Cd24a","FOS",15.5692782580213,"Cd24a"
"446","chr10_43783036_43783953_Cd24a","FOS",15.0808653928022,"Cd24a"
"447","chr17_87609379_87610239_Epcam","FOS",15.4111507143325,"Epcam"
"448","chr1_39313434_39314370_Npas2","JUN",11.0637032217624,"Npas2"
"449","chr1_52021762_52022669_Stat1","JUN",12.8989562779539,"Stat1"
"450","chr10_42088784_42089626_Foxo3","JUN",14.6178160749222,"Foxo3"
"451","chr14_16508490_16509406_Rarb","JUN",11.7991474657583,"Rarb"
"452","chr15_37418487_37419407_Grhl2","JUN",12.2522181942873,"Grhl2"
"453","chr2_103238780_103239671_Ehf","JUN",12.4039250370374,"Ehf"
"454","chr2_103111444_103112324_Ehf","JUN",14.1171960162985,"Ehf"
"455","chr4_82553551_82554438_Nfib","JUN",11.5469261046306,"Nfib"
"456","chr4_154401737_154402650_Prdm16","JUN",12.433513004229,"Prdm16"
"457","chr5_77129973_77130836_Rest","JUN",13.4140680386292,"Rest"
"458","chr5_136608545_136609459_Cux1","JUN",11.9715764669868,"Cux1"
"459","chr5_136382360_136383236_Cux1","JUN",13.1431222179616,"Cux1"
"460","chr5_136641983_136642909_Cux1","JUN",13.8972909214975,"Cux1"
"461","chr5_136445722_136446635_Cux1","JUN",11.7757810207159,"Cux1"
"462","chr6_72724162_72725042_Tcf7l1","JUN",13.4401682464218,"Tcf7l1"
"463","chr6_72641214_72642117_Tcf7l1","JUN",12.1868982581294,"Tcf7l1"
"464","chr6_144620882_144621778_Sox5","JUN",12.5780006053327,"Sox5"
"465","chr6_144919469_144920366_Sox5","JUN",15.1662900049985,"Sox5"
"466","chr7_112917880_112918806_Tead1","JUN",11.1846781895855,"Tead1"
"467","chr9_63960190_63960990_Smad3","JUN",12.8860901889941,"Smad3"
"468","chr1_190167983_190168785_Prox1","JUN",11.6967726714851,"Prox1"
"469","chr10_57499390_57500288_Hsf2","JUN",13.5672533968248,"Hsf2"
"470","chr10_87417468_87418381_Ascl1","JUN",11.8614918118747,"Ascl1"
"471","chr12_27393195_27393892_Sox11","JUN",17.7925405863327,"Sox11"
"472","chr16_42745928_42746804_Zbtb20","JUN",15.0693670548459,"Zbtb20"
"473","chr16_42720300_42721208_Zbtb20","JUN",12.2204003287284,"Zbtb20"
"474","chr16_50673146_50674060_Bbx","JUN",14.124261215043,"Bbx"
"475","chr1_168283386_168284224_Pbx1","JUN",17.3372931463215,"Pbx1"
"476","chr12_73867321_73868208_Hif1a","JUN",12.4156791637047,"Hif1a"
"477","chr12_73764430_73765313_Hif1a","JUN",11.1832180649357,"Hif1a"
"478","chr6_115127038_115127949_Pparg","JUN",12.7828277322291,"Pparg"
"479","chr9_32413514_32414340_Ets1","JUN",12.8617817906298,"Ets1"
"480","chr9_44691638_44692527_Kmt2a","JUN",11.63638145274,"Kmt2a"
"481","chr12_72820728_72821644_Six1","JUN",12.5495631859014,"Six1"
"482","chr2_168737607_168738516_Nfatc2","JUN",14.1206808880494,"Nfatc2"
"483","chr2_168632989_168633717_Nfatc2","JUN",16.2117182410889,"Nfatc2"
"484","chr10_4625041_4625909_Esr1","JUN",14.4979589873858,"Esr1"
"485","chr12_85540873_85541779_Fos","JUN",11.5907695478116,"Fos"
"486","chr12_85623461_85624336_Fos","JUN",11.6222729680692,"Fos"
"487","chr16_87784162_87785054_Bach1","JUN",13.5241758549262,"Bach1"
"488","chr17_86964339_86965218_Epas1","JUN",16.7238816010602,"Epas1"
"489","chr2_75763011_75763925_Nfe2l2","JUN",12.3747011176481,"Nfe2l2"
"490","chr10_43684031_43684906_Cd24a","JUN",11.4732194464764,"Cd24a"
"491","chr17_87472584_87473300_Epcam","JUN",16.1699271958936,"Epcam"
"492","chr17_87501688_87502610_Epcam","JUN",14.3954846835511,"Epcam"
"493","chr17_87619736_87620641_Epcam","JUN",16.3891817244916,"Epcam"
"494","chr14_16575094_16575982_Rarb","JUN",12.4793283043878,"Rarb"
"495","chr12_27342511_27343434_Sox11","JUN",13.7239494317189,"Sox11"
"496","chr1_39190810_39191591_Npas2","TCF7L2",15.4575483944466,"Npas2"
"497","chr1_52055484_52056360_Stat1","TCF7L2",13.5168263496471,"Stat1"
"498","chr1_52021762_52022669_Stat1","TCF7L2",14.7000798042274,"Stat1"
"499","chr10_42139506_42140414_Foxo3","TCF7L2",12.9482754994404,"Foxo3"
"500","chr10_42088784_42089626_Foxo3","TCF7L2",13.7501685832322,"Foxo3"
"501","chr12_35294416_35295333_Ahr","TCF7L2",11.8183666487795,"Ahr"
"502","chr12_35291592_35292512_Ahr","TCF7L2",12.0259656373316,"Ahr"
"503","chr14_16508490_16509406_Rarb","TCF7L2",13.3172524035756,"Rarb"
"504","chr14_16515605_16516544_Rarb","TCF7L2",17.1781768992863,"Rarb"
"505","chr14_17414087_17414969_Thrb","TCF7L2",12.2567882468391,"Thrb"
"506","chr14_17845524_17846421_Thrb","TCF7L2",12.3690725144136,"Thrb"
"507","chr14_17872992_17873816_Thrb","TCF7L2",12.2838321377399,"Thrb"
"508","chr15_37432167_37433070_Grhl2","TCF7L2",11.8793100107121,"Grhl2"
"509","chr15_36993232_36994148_Grhl2","TCF7L2",12.3247403470259,"Grhl2"
"510","chr16_92656525_92657434_Runx1","TCF7L2",13.4949510726429,"Runx1"
"511","chr16_92616619_92617511_Runx1","TCF7L2",11.8912664546366,"Runx1"
"512","chr19_55865415_55866340_Tcf7l2","TCF7L2",11.8612033385411,"Tcf7l2"
"513","chr2_103209362_103210278_Ehf","TCF7L2",13.7308992930361,"Ehf"
"514","chr2_103423791_103424342_Ehf","TCF7L2",12.7677113561036,"Ehf"
"515","chr2_103387822_103388621_Ehf","TCF7L2",12.007590342427,"Ehf"
"516","chr2_103238780_103239671_Ehf","TCF7L2",12.3025995410797,"Ehf"
"517","chr2_103111444_103112324_Ehf","TCF7L2",14.0086718940832,"Ehf"
"518","chr3_135885882_135886652_Nfkb1","TCF7L2",12.5362957818567,"Nfkb1"
"519","chr5_77383954_77384814_Rest","TCF7L2",14.216180001087,"Rest"
"520","chr5_136445722_136446635_Cux1","TCF7L2",14.3567621731895,"Cux1"
"521","chr5_136319777_136320694_Cux1","TCF7L2",14.1878522311046,"Cux1"
"522","chr6_72623733_72624668_Tcf7l1","TCF7L2",12.9982019889754,"Tcf7l1"
"523","chr6_144647930_144648811_Sox5","TCF7L2",14.1151528622412,"Sox5"
"524","chr6_144919469_144920366_Sox5","TCF7L2",13.0040748524051,"Sox5"
"525","chr7_112826042_112826950_Tead1","TCF7L2",14.4858401316866,"Tead1"
"526","chr7_112696933_112697821_Tead1","TCF7L2",12.2052455475198,"Tead1"
"527","chr8_84698613_84699509_Nfix","TCF7L2",12.1113098069428,"Nfix"
"528","chr8_84656569_84657470_Nfix","TCF7L2",15.9439633565305,"Nfix"
"529","chr9_63664701_63665626_Smad3","TCF7L2",12.9137855899356,"Smad3"
"530","chr9_63752341_63753212_Smad3","TCF7L2",13.463736341339,"Smad3"
"531","chr1_64752976_64753789_Creb1","TCF7L2",14.0833520714796,"Creb1"
"532","chr10_87280230_87281130_Ascl1","TCF7L2",15.1809291410218,"Ascl1"
"533","chr12_73103531_73104403_Six4","TCF7L2",12.3610838828696,"Six4"
"534","chr16_42674717_42675629_Zbtb20","TCF7L2",13.6480181090279,"Zbtb20"
"535","chr5_122287913_122288777_Cux2","TCF7L2",14.4948008081616,"Cux2"
"536","chr5_121853508_121854406_Cux2","TCF7L2",14.2552080719251,"Cux2"
"537","chr9_37359292_37359984_Pknox2","TCF7L2",13.5713655540459,"Pknox2"
"538","chr1_168433576_168434300_Pbx1","TCF7L2",13.7561224556382,"Pbx1"
"539","chr6_115123003_115123894_Pparg","TCF7L2",12.4311852919657,"Pparg"
"540","chr8_76912568_76913416_Nr3c2","TCF7L2",12.7678059945638,"Nr3c2"
"541","chr9_32629408_32630231_Ets1","TCF7L2",17.7993883417043,"Ets1"
"542","chr12_73103531_73104403_Six1","TCF7L2",12.3610838828696,"Six1"
"543","chr15_50974569_50975454_Trps1","TCF7L2",13.2323517157264,"Trps1"
"544","chr2_33555240_33556117_Lmx1b","TCF7L2",12.0932107257405,"Lmx1b"
"545","chr2_168632989_168633717_Nfatc2","TCF7L2",12.0279241266589,"Nfatc2"
"546","chr3_99142481_99143310_Tbx15","TCF7L2",15.0286064383071,"Tbx15"
"547","chr12_85576455_85577275_Fos","TCF7L2",15.8044531469008,"Fos"
"548","chr16_87725715_87726590_Bach1","TCF7L2",15.32151735212,"Bach1"
"549","chr16_87665124_87665986_Bach1","TCF7L2",14.0231386992419,"Bach1"
"550","chr16_87784162_87785054_Bach1","TCF7L2",12.9025509777068,"Bach1"
"551","chr17_86514919_86515836_Epas1","TCF7L2",16.0518981069026,"Epas1"
"552","chr19_28850224_28851133_Glis3","TCF7L2",12.9412703712001,"Glis3"
"553","chr19_28827509_28828404_Glis3","TCF7L2",12.7574411228933,"Glis3"
"554","chr2_75776782_75777687_Nfe2l2","TCF7L2",14.0440768442066,"Nfe2l2"
"555","chr4_32009107_32010026_Bach2","TCF7L2",12.0352617886796,"Bach2"
"556","chr4_94854077_94854968_Jun","TCF7L2",15.0848216095922,"Jun"
"557","chr4_95192815_95193731_Jun","TCF7L2",16.1209675611094,"Jun"
"558","chr9_20992954_20993843_Icam1","TCF7L2",14.3285891562936,"Icam1"
"559","chr10_43517765_43518555_Cd24a","TCF7L2",11.9821240292243,"Cd24a"
"560","chr17_87472584_87473300_Epcam","TCF7L2",14.6245220232652,"Epcam"
"561","chr19_55741208_55742064_Tcf7l2","TCF7L2",14.1293684147533,"Tcf7l2"
"562","chr2_116065357_116066261_Meis2","TCF7L2",11.8802152617157,"Meis2"
"563","chr1_52055484_52056360_Stat1","STAT1",11.8893243633079,"Stat1"
"564","chr1_85828734_85829649_Sp100","STAT1",12.0173323114232,"Sp100"
"565","chr10_42088784_42089626_Foxo3","STAT1",13.4531693180052,"Foxo3"
"566","chr10_42089864_42090505_Foxo3","STAT1",13.7216212501784,"Foxo3"
"567","chr12_35294416_35295333_Ahr","STAT1",12.0251989489943,"Ahr"
"568","chr12_35291592_35292512_Ahr","STAT1",12.0136546315662,"Ahr"
"569","chr14_16554033_16554940_Rarb","STAT1",11.8537322453822,"Rarb"
"570","chr14_16515605_16516544_Rarb","STAT1",13.9428577084558,"Rarb"
"571","chr14_17691068_17691934_Thrb","STAT1",12.2041002758775,"Thrb"
"572","chr15_37432167_37433070_Grhl2","STAT1",14.9894780983512,"Grhl2"
"573","chr16_92673920_92674806_Runx1","STAT1",17.2322849643094,"Runx1"
"574","chr19_55865415_55866340_Tcf7l2","STAT1",12.0057879939951,"Tcf7l2"
"575","chr3_135628476_135629356_Nfkb1","STAT1",13.5706810023327,"Nfkb1"
"576","chr4_82915249_82916134_Nfib","STAT1",15.8134878682908,"Nfib"
"577","chr4_98003687_98004638_Nfia","STAT1",12.3090702303574,"Nfia"
"578","chr4_154449992_154450841_Prdm16","STAT1",16.2046995584535,"Prdm16"
"579","chr5_77383954_77384814_Rest","STAT1",12.4963469443749,"Rest"
"580","chr5_77109672_77110589_Rest","STAT1",13.5822253197608,"Rest"
"581","chr5_77192977_77193828_Rest","STAT1",16.1770997536043,"Rest"
"582","chr6_144928913_144929783_Sox5","STAT1",15.5130123698487,"Sox5"
"583","chr7_112917880_112918806_Tead1","STAT1",11.4292724571276,"Tead1"
"584","chr7_112593351_112594258_Tead1","STAT1",17.7558192358069,"Tead1"
"585","chr8_84656569_84657470_Nfix","STAT1",13.3304095600157,"Nfix"
"586","chr9_63968292_63969164_Smad3","STAT1",14.1057595912582,"Smad3"
"587","chr9_63752341_63753212_Smad3","STAT1",13.58549189934,"Smad3"
"588","chr1_189994058_189994909_Prox1","STAT1",15.0606004708057,"Prox1"
"589","chr1_190167983_190168785_Prox1","STAT1",16.0881858766616,"Prox1"
"590","chr1_190155707_190156574_Prox1","STAT1",11.8777800458797,"Prox1"
"591","chr10_87271895_87272811_Ascl1","STAT1",16.4793975668243,"Ascl1"
"592","chr16_42720300_42721208_Zbtb20","STAT1",13.5516460182932,"Zbtb20"
"593","chr19_41628947_41629794_Lcor","STAT1",13.4531693180052,"Lcor"
"594","chr9_37359292_37359984_Pknox2","STAT1",11.5923506649876,"Pknox2"
"595","chr9_36898338_36899229_Pknox2","STAT1",12.1666948033214,"Pknox2"
"596","chr6_115321721_115322641_Pparg","STAT1",13.4324517275848,"Pparg"
"597","chr6_115127038_115127949_Pparg","STAT1",12.1666948033214,"Pparg"
"598","chr9_45042191_45043008_Kmt2a","STAT1",14.6375243936791,"Kmt2a"
"599","chr9_44806970_44807892_Kmt2a","STAT1",11.1489150651724,"Kmt2a"
"600","chr18_5414146_5415055_Zeb1","STAT1",11.246255498381,"Zeb1"
"601","chr2_33874109_33874942_Lmx1b","STAT1",15.0171917664136,"Lmx1b"
"602","chr2_116066930_116067722_Meis2","STAT1",12.3364228572123,"Meis2"
"603","chr10_128033088_128033928_Stat2","STAT1",15.9458104496256,"Stat2"
"604","chr12_85459395_85460288_Fos","STAT1",13.2048401034631,"Fos"
"605","chr12_85350442_85351338_Fos","STAT1",15.3806897885139,"Fos"
"606","chr12_85574735_85575642_Fos","STAT1",14.0942152738301,"Fos"
"607","chr16_30008537_30009411_Hes1","STAT1",17.6234966544721,"Hes1"
"608","chr16_87665124_87665986_Bach1","STAT1",11.9168741170524,"Bach1"
"609","chr16_87602542_87603436_Bach1","STAT1",13.2048401034631,"Bach1"
"610","chr17_86532745_86533532_Epas1","STAT1",15.825032185719,"Epas1"
"611","chr17_86731819_86732726_Epas1","STAT1",15.9458104496256,"Epas1"
"612","chr2_75633331_75634240_Nfe2l2","STAT1",14.1057595912582,"Nfe2l2"
"613","chr4_95153597_95154500_Jun","STAT1",12.2047988134277,"Jun"
"614","chr7_19316346_19317199_Fosb","STAT1",13.3304095600157,"Fosb"
"615","chr7_19175537_19176388_Fosb","STAT1",12.8121369415736,"Fosb"
"616","chr17_87797537_87798382_Epcam","STAT1",15.0171917664136,"Epcam"
"617","chr17_87501688_87502610_Epcam","STAT1",11.5923506649876,"Epcam"
"618","chr17_87619736_87620641_Epcam","STAT1",15.1610586651765,"Epcam"
"619","chr2_33639125_33640052_Lmx1b","STAT1",14.5729988108809,"Lmx1b"
"620","chr9_21015427_21016242_Icam1","STAT1",17.6234966544721,"Icam1"
"621","chr1_39398909_39399752_Npas2","FOXO3",11.7707117684543,"Npas2"
"622","chr1_52021762_52022669_Stat1","FOXO3",14.9471722448256,"Stat1"
"623","chr1_85810513_85811366_Sp100","FOXO3",11.7707117684543,"Sp100"
"624","chr10_42085072_42085998_Foxo3","FOXO3",14.3759233525139,"Foxo3"
"625","chr10_42139506_42140414_Foxo3","FOXO3",14.3759233525139,"Foxo3"
"626","chr10_42251011_42251888_Foxo3","FOXO3",14.9471722448256,"Foxo3"
"627","chr10_42269099_42269997_Foxo3","FOXO3",11.7707117684543,"Foxo3"
"628","chr12_35294416_35295333_Ahr","FOXO3",11.7707117684543,"Ahr"
"629","chr14_17457616_17458515_Thrb","FOXO3",14.3759233525139,"Thrb"
"630","chr14_17845524_17846421_Thrb","FOXO3",14.9471722448256,"Thrb"
"631","chr15_37040885_37041810_Grhl2","FOXO3",11.7707117684543,"Grhl2"
"632","chr3_135527501_135528395_Nfkb1","FOXO3",14.9471722448256,"Nfkb1"
"633","chr3_135885882_135886652_Nfkb1","FOXO3",11.7707117684543,"Nfkb1"
"634","chr4_154714834_154715748_Prdm16","FOXO3",11.7707117684543,"Prdm16"
"635","chr4_154700751_154701666_Prdm16","FOXO3",11.7707117684543,"Prdm16"
"636","chr5_77109672_77110589_Rest","FOXO3",14.9471722448256,"Rest"
"637","chr5_136393345_136394088_Cux1","FOXO3",14.9471722448256,"Cux1"
"638","chr5_136319777_136320694_Cux1","FOXO3",14.9471722448256,"Cux1"
"639","chr6_72740374_72741224_Tcf7l1","FOXO3",14.3759233525139,"Tcf7l1"
"640","chr6_72778755_72779645_Tcf7l1","FOXO3",14.9471722448256,"Tcf7l1"
"641","chr7_112471877_112472745_Tead1","FOXO3",14.9471722448256,"Tead1"
"642","chr9_63698498_63699390_Smad3","FOXO3",14.3759233525139,"Smad3"
"643","chr1_190155707_190156574_Prox1","FOXO3",14.9471722448256,"Prox1"
"644","chr16_42720300_42721208_Zbtb20","FOXO3",14.9471722448256,"Zbtb20"
"645","chr16_50673146_50674060_Bbx","FOXO3",11.7707117684543,"Bbx"
"646","chr19_41495286_41496179_Lcor","FOXO3",11.7707117684543,"Lcor"
"647","chr5_121853508_121854406_Cux2","FOXO3",14.9471722448256,"Cux2"
"648","chr1_168597912_168598826_Pbx1","FOXO3",11.7707117684543,"Pbx1"
"649","chr1_168501984_168502708_Pbx1","FOXO3",11.7707117684543,"Pbx1"
"650","chr12_73687166_73688059_Hif1a","FOXO3",11.7707117684543,"Hif1a"
"651","chr12_73867321_73868208_Hif1a","FOXO3",14.3759233525139,"Hif1a"
"652","chr9_32413514_32414340_Ets1","FOXO3",14.3759233525139,"Ets1"
"653","chr19_18871646_18872561_Rorb","FOXO3",14.3759233525139,"Rorb"
"654","chr2_115817645_115818554_Meis2","FOXO3",14.3759233525139,"Meis2"
"655","chr2_115997369_115998276_Meis2","FOXO3",14.3759233525139,"Meis2"
"656","chr3_99245059_99245954_Tbx15","FOXO3",14.3759233525139,"Tbx15"
"657","chr10_4625041_4625909_Esr1","FOXO3",14.9471722448256,"Esr1"
"658","chr10_128204302_128205046_Stat2","FOXO3",14.9471722448256,"Stat2"
"659","chr12_85540873_85541779_Fos","FOXO3",14.3759233525139,"Fos"
"660","chr12_85574735_85575642_Fos","FOXO3",14.9471722448256,"Fos"
"661","chr17_86537064_86537781_Epas1","FOXO3",14.9471722448256,"Epas1"
"662","chr2_75768103_75768912_Nfe2l2","FOXO3",11.7707117684543,"Nfe2l2"
"663","chr4_95076178_95076893_Jun","FOXO3",14.9471722448256,"Jun"
"664","chr4_95153597_95154500_Jun","FOXO3",11.7707117684543,"Jun"
"665","chr8_84914956_84915833_Junb","FOXO3",11.7707117684543,"Junb"
"666","chr8_84945414_84946299_Junb","FOXO3",14.3759233525139,"Junb"
"667","chr17_87515261_87516126_Epcam","FOXO3",14.9471722448256,"Epcam"
"668","chr1_39398909_39399752_Npas2","NFIA",12.4834504648073,"Npas2"
"669","chr1_85824647_85825557_Sp100","NFIA",12.7680011876277,"Sp100"
"670","chr10_42088784_42089626_Foxo3","NFIA",12.8233443143297,"Foxo3"
"671","chr14_16554033_16554940_Rarb","NFIA",12.8607288096099,"Rarb"
"672","chr14_17428959_17429825_Thrb","NFIA",13.2760242111601,"Thrb"
"673","chr15_36993232_36994148_Grhl2","NFIA",13.3818207150358,"Grhl2"
"674","chr19_55784569_55785482_Tcf7l2","NFIA",12.7917139776448,"Tcf7l2"
"675","chr19_55758805_55759698_Tcf7l2","NFIA",12.5228047821577,"Tcf7l2"
"676","chr4_82470275_82471067_Nfib","NFIA",12.543462757848,"Nfib"
"677","chr4_97714290_97715186_Nfia","NFIA",13.3818207150358,"Nfia"
"678","chr5_136382360_136383236_Cux1","NFIA",13.1180570098186,"Cux1"
"679","chr6_72778755_72779645_Tcf7l1","NFIA",12.6640454639094,"Tcf7l1"
"680","chr6_72653186_72654083_Tcf7l1","NFIA",13.2386397158799,"Tcf7l1"
"681","chr7_112717521_112718419_Tead1","NFIA",13.2386397158799,"Tead1"
"682","chr9_63612505_63613394_Smad3","NFIA",13.2386397158799,"Smad3"
"683","chr9_63968292_63969164_Smad3","NFIA",12.8625695897673,"Smad3"
"684","chr9_63664701_63665626_Smad3","NFIA",13.3818207150358,"Smad3"
